sku_name,op_name,provider,arg_type,world_size,dtype,batch_size,dim_size,latency(us),algo_size(B),bus_size(B),algo_bw(GB/s),bus_bw(GB/s),kernels,algo_bw_sum(GB/s),bus_bw_sum(GB/s),latency_list(us),algo_bw_list(GB/s),bus_bw_list(GB/s)
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,2048,1024,89.701,2097152,2097152,23.382,23.382,[],187.054,187.054,"[91.109, 88.477, 89.53, 89.191, 90.485, 89.685, 90.571, 88.557]","[23.018, 23.703, 23.424, 23.513, 23.177, 23.383, 23.155, 23.681]","[23.018, 23.703, 23.424, 23.513, 23.177, 23.383, 23.155, 23.681]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,4096,1024,164.312,4194304,4194304,25.532,25.532,[],204.256,204.256,"[160.779, 164.031, 164.046, 163.575, 170.317, 163.641, 163.926, 164.185]","[26.087, 25.57, 25.568, 25.641, 24.626, 25.631, 25.587, 25.546]","[26.087, 25.57, 25.568, 25.641, 24.626, 25.631, 25.587, 25.546]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,8192,1024,310.711,8388608,8388608,26.998,26.998,[],215.986,215.986,"[308.848, 310.758, 310.607, 310.602, 311.446, 310.785, 310.722, 311.921]","[27.161, 26.994, 27.007, 27.008, 26.934, 26.992, 26.997, 26.893]","[27.161, 26.994, 27.007, 27.008, 26.934, 26.992, 26.997, 26.893]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,16384,1024,603.544,16777216,16777216,27.798,27.798,[],222.383,222.383,"[602.36, 602.454, 602.804, 603.853, 605.104, 603.323, 603.872, 604.583]","[27.852, 27.848, 27.832, 27.784, 27.726, 27.808, 27.783, 27.75]","[27.852, 27.848, 27.832, 27.784, 27.726, 27.808, 27.783, 27.75]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,32768,1024,1190.429,33554432,33554432,28.187,28.187,[],225.495,225.495,"[1190.421, 1189.767, 1189.953, 1189.896, 1190.57, 1190.413, 1191.556, 1190.858]","[28.187, 28.203, 28.198, 28.199, 28.184, 28.187, 28.16, 28.177]","[28.187, 28.203, 28.198, 28.199, 28.184, 28.187, 28.16, 28.177]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,65536,1024,2366.203,67108864,67108864,28.361,28.361,[],226.892,226.892,"[2364.517, 2370.504, 2366.033, 2365.921, 2365.172, 2364.934, 2367.489, 2365.054]","[28.382, 28.31, 28.363, 28.365, 28.374, 28.377, 28.346, 28.375]","[28.382, 28.31, 28.363, 28.365, 28.374, 28.377, 28.346, 28.375]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,131072,1024,4718.256,134217728,134217728,28.447,28.447,[],227.572,227.572,"[4717.683, 4718.007, 4718.352, 4718.023, 4719.263, 4718.4, 4717.813, 4718.506]","[28.45, 28.448, 28.446, 28.448, 28.44, 28.446, 28.449, 28.445]","[28.45, 28.448, 28.446, 28.448, 28.44, 28.446, 28.449, 28.445]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,262144,1024,9417.456,268435456,268435456,28.504,28.504,[],228.032,228.032,"[9416.695, 9416.239, 9416.92, 9415.883, 9416.824, 9416.415, 9419.386, 9421.284]","[28.506, 28.508, 28.506, 28.509, 28.506, 28.507, 28.498, 28.492]","[28.506, 28.508, 28.506, 28.509, 28.506, 28.507, 28.498, 28.492]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,524288,1024,18860.476,536870912,536870912,28.465,28.465,[],227.723,227.723,"[18859.2, 18860.093, 18862.622, 18860.789, 18859.83, 18859.374, 18859.689, 18862.207]","[28.467, 28.466, 28.462, 28.465, 28.466, 28.467, 28.467, 28.463]","[28.467, 28.466, 28.462, 28.465, 28.466, 28.467, 28.467, 28.463]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,1048576,1024,37653.163,1073741824,1073741824,28.517,28.517,[],228.134,228.134,"[37652.99, 37649.043, 37651.518, 37653.258, 37664.556, 37651.503, 37652.1, 37650.339]","[28.517, 28.52, 28.518, 28.517, 28.508, 28.518, 28.517, 28.519]","[28.517, 28.52, 28.518, 28.517, 28.508, 28.518, 28.517, 28.519]"
Intel(R) Graphics [0xe211],device2host,torch,default,8,int8,2097152,1024,75238.136,2147483648,2147483648,28.542,28.542,[],228.339,228.339,"[75233.238, 75233.398, 75235.787, 75235.108, 75250.135, 75234.172, 75233.85, 75249.4]","[28.544, 28.544, 28.543, 28.544, 28.538, 28.544, 28.544, 28.538]","[28.544, 28.544, 28.543, 28.544, 28.538, 28.544, 28.544, 28.538]"
